ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
3502,CASANARE,MONTERREY,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,12,CANAGUARO,Canaguay,QB,G,4.5762,0.064,2624.52,167.96928,2596575.33,3378.05,Ley 756 8% variable
3503,CASANARE,MONTERREY,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,12,CANAGUARO,Canaguay,B,O,51.1535,0.08,6568.03,525.4424,90795963.46,3378.05,Ley 756 8% variable
3504,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,1,CRAVOVIEJO,SAIMIRÍ,B,O,45.9998,0.08,532.67,42.6136,6204459.4,3165.19,Ley 756 8% variable
3505,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,1,DOROTEA,DOROTEA E,B,O,46.3895,0.08,2879.07,230.3256,33819071.82,3165.19,Ley 756 8% variable
3506,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,1,NISCOTA,HURÓN,B,G,0.2382,0.064,343362.75,21975.216,16568175.83,3165.19,Ley 756 8% variable
3507,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,1,NISCOTA,HURÓN,B,O,55.2396,0.08,31072.24,2485.7792,434623154.43,3165.19,Ley 756 8% variable
3508,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,2,DOROTEA,DOROTEA E,B,O,50.318,0.08,2633.91,210.7128,33036150.5,3115.84,Ley 756 8% variable
3509,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,2,NISCOTA,HURÓN,B,G,0.24,0.064,201603.02,12902.59328,9648579.89,3115.84,Ley 756 8% variable
3510,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,2,NISCOTA,HURÓN,B,O,57.4395,0.08,18871.27,1509.7016,270194754.87,3115.84,Ley 756 8% variable
3511,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,3,DOROTEA,DOROTEA E,B,O,53.2034,0.08,2901.65,232.132,38639859.8,3128.68,Ley 756 8% variable
3512,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,3,NISCOTA,HURÓN,B,G,0.24,0.064,202005.01,12928.32064,9707658.77,3128.68,Ley 756 8% variable
3513,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,3,NISCOTA,HURÓN,B,O,62.4095,0.08,16797.63,1343.8104,262391551.1,3128.68,Ley 756 8% variable
3514,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,4,DOROTEA,DOROTEA E,B,O,58.5083,0.08,2897.09,231.7672,42793203,3155.77,Ley 756 8% variable
3515,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,4,NISCOTA,HURÓN,B,G,0.24,0.064,417179.87,26699.51168,20221804.3,3155.77,Ley 756 8% variable
3516,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,4,NISCOTA,HURÓN,B,O,65.6122,0.08,35983.84,2878.7072,596056512.22,3155.77,Ley 756 8% variable
3517,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,5,DOROTEA,DOROTEA E,B,O,59.8986,0.08,3031.44,242.5152,48002082.3,3304.49,Ley 756 8% variable
3518,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,5,NISCOTA,HURÓN,B,G,0.24,0.064,457610.96,29287.10144,23226944.11,3304.49,Ley 756 8% variable
3519,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,5,NISCOTA,HURÓN,B,O,66.8933,0.08,36758.05,2940.644,650024183.14,3304.49,Ley 756 8% variable
3520,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,6,DOROTEA,DOROTEA E,B,O,51.4513,0.08,2945.9,235.672,39535861.38,3260.52,Ley 756 8% variable
3521,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,6,NISCOTA,HURÓN,B,G,0.2395,0.064,385234.77,24655.02528,19252974.63,3260.52,Ley 756 8% variable
3522,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,6,NISCOTA,HURÓN,B,O,58.5749,0.08,28503.33,2280.2664,435495841.42,3260.52,Ley 756 8% variable
3523,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,7,DOROTEA,DOROTEA E,B,O,50.9578,0.08,2935.87,234.8696,38377993.27,3206.6,Ley 756 8% variable
3524,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,7,NISCOTA,HURÓN,B,G,0.24,0.064,325301.9,20819.3216,16022216.78,3206.6,Ley 756 8% variable
3525,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,7,NISCOTA,HURÓN,B,O,58.3626,0.08,25993.1,2079.448,389159362.69,3206.6,Ley 756 8% variable
3526,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,8,DOROTEA,DOROTEA E,B,O,47.8728,0.08,2912.73,233.0184,38047522.74,3410.73,Ley 756 8% variable
3527,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,8,NISCOTA,HURÓN,B,G,0.2607,0.064,176411.38,11290.32832,10039103.77,3410.73,Ley 756 8% variable
3528,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,8,NISCOTA,HURÓN,B,O,54.811,0.08,17135.85,1370.868,256277633.5,3410.73,Ley 756 8% variable
3529,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,9,DOROTEA,DOROTEA E,B,O,50.225,0.08,2785.33,222.8264,38044906.67,3399.46,Ley 756 8% variable
3530,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,9,NISCOTA,HURÓN,B,G,0.24,0.064,31292.62,2002.72768,1633966.23,3399.46,Ley 756 8% variable
3531,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,9,NISCOTA,HURÓN,B,O,57.2326,0.08,9012.08,720.9664,140271175.17,3399.46,Ley 756 8% variable
3532,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,10,DOROTEA,DOROTEA E,B,O,46.8233,0.08,2865.73,229.2584,36855329.05,3433.31,Ley 756 8% variable
3533,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,11,DOROTEA,DOROTEA E,B,O,48.123,0.08,2626.59,210.1272,34395498.8,3401.47,Ley 756 8% variable
3534,CASANARE,MUNICIPIO NN CASANARE,4.841308642,-72.8473434,POINT (-72.8473434 4.841308642),2019,12,DOROTEA,DOROTEA E,B,O,50.6388,0.08,1036.13,82.8904,14179264.67,3378.05,Ley 756 8% variable
3535,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,1,CASANARE,TIERRA BLANCA,B,G,6.4987,0.2,1483.26,296.652,6102018.62,3165.19,Ley 141 20%
3536,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,1,CASANARE,TOCARIA,B,O,48.4873,0.2,212.18,42.436,6512717.17,3165.19,Ley 141 20%
3537,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,1,CASANARE,TOCARIA,B,O,48.4873,0.2,43.18,8.636,1325379.8,3165.19,Ley 141 20%
3538,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,2,CASANARE,TIERRA BLANCA,B,G,4.4649,0.2,1247.6,249.52,3471300.51,3115.84,Ley 141 20%
3539,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,2,CASANARE,TOCARIA,QB,G,4.7262,0.2,0.61,0.122,1796.55,3115.84,Ley 141 20%
3540,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,2,CASANARE,TOCARIA,B,O,52.3388,0.2,177.9,35.58,5802362.05,3115.84,Ley 141 20%
3541,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,2,CASANARE,TOCARIA,QB,G,4.7262,0.2,0.34,0.068,1001.23,3115.84,Ley 141 20%
3542,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,2,CASANARE,TOCARIA,B,O,52.3388,0.2,40.47,8.094,1319963.94,3115.84,Ley 141 20%
3543,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,3,CASANARE,TIERRA BLANCA,B,G,4.4384,0.2,1381.02,276.204,3835460.47,3128.68,Ley 141 20%
3544,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,3,CASANARE,TOCARIA,B,O,55.2472,0.2,193.53,38.706,6690363.2,3128.68,Ley 141 20%
3545,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,3,CASANARE,TOCARIA,B,O,55.2472,0.2,36.74,7.348,1270107.45,3128.68,Ley 141 20%
3546,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,4,CASANARE,TIERRA BLANCA,B,G,4.5121,0.2,1357.78,271.556,3866726.13,3155.77,Ley 141 20%
3547,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,4,CASANARE,TOCARIA,B,O,60.5343,0.2,182.39,36.478,6968476.49,3155.77,Ley 141 20%
3548,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,4,CASANARE,TOCARIA,B,O,60.5343,0.2,27.08,5.416,1034630.33,3155.77,Ley 141 20%
3549,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,5,CASANARE,TIERRA BLANCA,B,G,4.4836,0.2,1466.07,293.214,4344261.45,3304.49,Ley 141 20%
3550,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,5,CASANARE,TOCARIA,B,O,61.6283,0.2,196.61,39.322,8007929.2,3304.49,Ley 141 20%
3551,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,5,CASANARE,TOCARIA,B,O,61.6283,0.2,17.73,3.546,722142.65,3304.49,Ley 141 20%
3552,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,6,CASANARE,TIERRA BLANCA,B,G,4.5306,0.2,1331.74,266.348,3934522.36,3260.52,Ley 141 20%
3553,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,6,CASANARE,TOCARIA,B,O,53.3904,0.2,172.67,34.534,6011694.15,3260.52,Ley 141 20%
3554,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,6,CASANARE,TOCARIA,B,O,53.3904,0.2,8.27,1.654,287928.39,3260.52,Ley 141 20%
3555,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,7,CASANARE,TIERRA BLANCA,B,G,6.3327,0.2,1382.03,276.406,5612820.26,3206.6,Ley 141 20%
3556,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,7,CASANARE,TOCARIA,B,O,53.0019,0.2,180.42,36.084,6132688.42,3206.6,Ley 141 20%
3557,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,7,CASANARE,TOCARIA,B,O,53.0019,0.2,9.91,1.982,336852.13,3206.6,Ley 141 20%
3558,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,8,CASANARE,TIERRA BLANCA,B,G,4.7695,0.2,707.61,141.522,2302205.82,3410.73,Ley 141 20%
3559,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,8,CASANARE,TOCARIA,B,O,49.6541,0.2,180.51,36.102,6114116.38,3410.73,Ley 141 20%
3560,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,8,CASANARE,TOCARIA,B,O,49.6541,0.2,5.95,1.19,201534,3410.73,Ley 141 20%
3561,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,9,CASANARE,TIERRA BLANCA,B,G,4.3029,0.2,673.05,134.61,1969012.22,3399.46,Ley 141 20%
3562,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,9,CASANARE,TOCARIA,B,O,51.9709,0.2,170.93,34.186,6039742.32,3399.46,Ley 141 20%
3563,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,9,CASANARE,TOCARIA,B,O,51.9709,0.2,6.9,1.38,243808.73,3399.46,Ley 141 20%
3564,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,10,CASANARE,TIERRA BLANCA,B,G,4.379,0.2,697.26,139.452,2096586.04,3433.31,Ley 141 20%
3565,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,10,CASANARE,TOCARIA,B,O,48.6291,0.2,175.99,35.198,5876614.17,3433.31,Ley 141 20%
3566,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,10,CASANARE,TOCARIA,B,O,48.6291,0.2,4.26,0.852,142248.51,3433.31,Ley 141 20%
3567,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,11,CASANARE,TIERRA BLANCA,B,G,4.3208,0.2,667.47,133.494,1961970.71,3401.47,Ley 141 20%
3568,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,11,CASANARE,TOCARIA,QB,G,4.5218,0.2,13.44,2.688,41343.25,3401.47,Ley 141 20%
3569,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,11,CASANARE,TOCARIA,B,O,50.0333,0.2,169.15,33.83,5757418.05,3401.47,Ley 141 20%
3570,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,11,CASANARE,TOCARIA,QB,G,4.5218,0.2,1.79,0.358,5505.88,3401.47,Ley 141 20%
3571,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,11,CASANARE,TOCARIA,B,O,50.0333,0.2,11.61,2.322,395173.67,3401.47,Ley 141 20%
3572,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,12,CASANARE,TIERRA BLANCA,B,G,4.5762,0.2,552.78,110.556,1709044.49,3378.05,Ley 141 20%
3573,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,12,CASANARE,TOCARIA,B,O,52.3296,0.2,173.76,34.752,6143180.4,3378.05,Ley 141 20%
3574,CASANARE,NUNCHIA,5.529181235,-72.09251937,POINT (-72.09251937 5.529181235),2019,12,CASANARE,TOCARIA,B,O,52.3296,0.2,1.23,0.246,43485.46,3378.05,Ley 141 20%
3575,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,ALCARAVÁN,CANACABARE,QB,G,5.4366,0.05,20.15,1.0075,17336.91,3165.19,Ley 508 5% variable
3576,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,ALCARAVÁN,CANACABARE,B,O,48.715,0.05,11921.02,596.051,91906433.33,3165.19,Ley 508 5% variable
3577,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,ANDARRIOS,B,O,45.4148,0.08,3798.24,303.8592,43678687.27,3165.19,Ley 756 8% variable
3578,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,CIRIGÜELO,B,O,45.0454,0.08,3994.57,319.5656,45562784.05,3165.19,Ley 756 8% variable
3579,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,CIRIGÜELO,B,O,45.0454,0.08,4446.72,355.7376,50720088.37,3165.19,Ley 756 8% variable
3580,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,GRETA OTO,B,O,45.041,0.08,4669.4,373.552,53254814.2,3165.19,Ley 756 8% variable
3581,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,GUACHARACA,B,O,45.4791,0.08,2779.88,222.3904,32013096.28,3165.19,Ley 756 8% variable
3582,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,GUACHARACA,B,O,45.4791,0.08,14085.85,1126.868,162212640.15,3165.19,Ley 756 8% variable
3583,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,HOATZIN,B,O,45.4735,0.08,1427.63,114.2104,16438561.61,3165.19,Ley 756 8% variable
3584,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,HOATZIN,B,O,45.4735,0.08,708.19,56.6552,8154511.14,3165.19,Ley 756 8% variable
3585,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CACHICAMO,HOATZIN NORTE,B,O,44.5713,0.08,5806.18,464.4944,65529306.01,3165.19,Ley 756 8% variable
3586,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CAMPO RICO,VIGIA SUR,P,O,40.2519,0.06,19720.15,1183.209,150746637.54,3165.19,Ley 756 8% variable
3587,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CAMPO RICO,VIGIA SUR,P,O,40.2519,0.06,34026.03,2041.5618,260104999.95,3165.19,Ley 756 8% variable
3588,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CAMPO RICO,VIGIA SUR,B,O,40.2519,0.08,962.84,77.0272,9813643.33,3165.19,Ley 756 8% variable
3589,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CASANARE ESTE,CURITO,QB,G,5.1495,0.064,31.46,2.01344,32817.2,3165.19,Ley 756 8% variable
3590,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CASANARE ESTE,CURITO,B,O,45.902,0.08,3539.33,283.1464,41137930.11,3165.19,Ley 756 8% variable
3591,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,JUAPE,B,G,8.164,0.064,1337.94,85.62816,2212683.8,3165.19,Ley 756 8% variable
3592,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,JUAPE,B,O,49.8263,0.08,2526,202.08,31869977.11,3165.19,Ley 756 8% variable
3593,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,SANTO DOMINGO,B,G,7.112,0.064,1308.37,83.73568,1884959.55,3165.19,Ley 756 8% variable
3594,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,SANTO DOMINGO,B,O,51.9435,0.08,4041,323.28,53150802.91,3165.19,Ley 756 8% variable
3595,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,SANTO DOMINGO NORTE,B,G,7.003,0.064,3274.73,209.58272,4645573.8,3165.19,Ley 756 8% variable
3596,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CDNDI LA PUNTA,SANTO DOMINGO NORTE,B,O,51.7205,0.08,14193.96,1135.5168,185890015.34,3165.19,Ley 756 8% variable
3597,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,BASTIDAS,B,O,46.777,0.08,1945.29,155.6232,23041274.03,3165.19,Ley 756 8% variable
3598,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,BASTIDAS,B,O,46.777,0.08,102.59,8.2072,1215142.07,3165.19,Ley 756 8% variable
3599,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,CARRIZALES,B,O,41.4994,0.08,4047.85,323.828,42535936.48,3165.19,Ley 756 8% variable
3600,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,CARRIZALES,P,O,41.4994,0.06,8610.14,516.6084,67858314.03,3165.19,Ley 756 8% variable
3601,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,MATEMARRANO,B,O,46.6917,0.08,1140.81,91.2648,13487851.35,3165.19,Ley 756 8% variable
3602,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,SAIMIRÍ,B,O,45.9998,0.08,3437.45,274.996,40038896.71,3165.19,Ley 756 8% variable
3603,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,SAIMIRÍ,B,O,45.9998,0.08,1767.13,141.3704,20583262.42,3165.19,Ley 756 8% variable
3604,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,ZOPILOTE,B,O,46.1675,0.08,33707.42,2696.5936,394050281.65,3165.19,Ley 756 8% variable
3605,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,CRAVOVIEJO,ZOPILOTE,B,O,46.1675,0.08,8149.92,651.9936,95275113.6,3165.19,Ley 756 8% variable
3606,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,ESTERO,GUANAPALO,B,O,46.9363,0.2,1275.75,255.15,37905671.99,3165.19,Ley 141 20%
3607,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,CANDALAY,B,O,46.4503,0.08,447.36,35.7888,5261813.16,3165.19,Ley 756 8% variable
3608,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,GUASAR,B,O,44.9323,0.2,9378.8,1875.76,266769211.16,3165.19,Ley 141 20%
3609,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,JORCAN,B,O,47.4643,0.08,1293.71,103.4968,15548689.13,3165.19,Ley 756 8% variable
3610,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,JORDÁN,B,O,46.5913,0.2,15039.27,3007.854,443569181.55,3165.19,Ley 141 20%
3611,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,PARAVARE,B,O,45.5503,0.2,5342.01,1068.402,154037236.41,3165.19,Ley 141 20%
3612,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,PIRITO,B,O,43.7503,0.05,1600.62,80.031,11082533.74,3165.19,Ley 508 5% variable
3613,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,GARCERO,SARDINAS,B,O,46.0243,0.2,29538.07,5907.614,860595533.04,3165.19,Ley 141 20%
3614,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,LLA 23,DANES,B,O,44.02,0.08,15841.24,1267.2992,176574905.74,3165.19,Ley 756 8% variable
3615,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,LLA 23,LABRADOR,B,O,45.9639,0.08,14244.7,1139.576,165790617.74,3165.19,Ley 756 8% variable
3616,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,LLA 23,LABRADOR,B,O,45.9639,0.08,718.65,57.492,8364193.51,3165.19,Ley 756 8% variable
3617,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,LLA 23,LABRADOR,B,O,45.9639,0.08,3024.28,241.9424,35198863.32,3165.19,Ley 756 8% variable
3618,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,MAPACHE,TUCUSO,B,O,41.2703,0.08,152.04,12.1632,1588858.6,3165.19,Ley 756 8% variable
3619,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,MAPACHE,TUCUSO,B,O,41.2703,0.08,1425.51,114.0408,14896960.32,3165.19,Ley 756 8% variable
3620,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,MAPACHE,TUCUSO,P,O,41.2703,0.06,1936.42,116.1852,15177079.84,3165.19,Ley 756 8% variable
3621,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,MORICHE,MAURITÍA ESTE,P,O,39.8508,0.06,292.92,17.5752,2216854.01,3165.19,Ley 756 8% variable
3622,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,MORICHE,MAURITÍA NORTE,B,O,46.2872,0.08,38997.74,3119.8192,457077792.67,3165.19,Ley 756 8% variable
3623,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,NASHIRA,ALEPE,B,O,44.0061,0.08,6593.76,527.5008,73474355.96,3165.19,Ley 756 8% variable
3624,CASANARE,OROCUE,4.915139133,-71.59873966,POINT (-71.59873966 4.915139133),2019,1,NASHIRA,NASHIRA NORTE,B,O,42.2137,0.08,4687.65,375.012,50106996.24,3165.19,Ley 756 8% variable
