Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,APIAY ESTE,APIAY,0.1788,0.1712,0.1316,0.1308,0.1177,0.1175,0.1323,0.1228,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,AUSTRAL,APIAY,0.1803,0.2816,0.2627,0.1129,0.1189,0.1442,0.1503,0.1162,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,GAVAN,APIAY,0.1647,0.155,0.1576,0.1496,0.1708,0.3393,0.4307,0.2556,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,GUATIQUIA,APIAY,2.7411,2.4573,2.1776,1.9689,1.4509,1.4533,1.5458,1.5947,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,LA REFORMA,APIAY,0,0,0,0,0.0045,0.0227,0,0,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,LIBERTAD NORTE,APIAY,0.4044,0.4587,0.5066,0.1742,0.2164,0.2009,0.1418,0.1521,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,POMPEYA,APIAY,0.0502,0.1354,0.057,0.0578,0.0586,0.0619,0.0284,0.0055,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,SURIA,APIAY,4.3111,3.8685,3.5333,3.4097,3.8834,4.3757,4.7415,4.3253,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,SURIA SUR,APIAY,1.2693,1.4932,1.3136,1.6691,1.9566,2.1111,1.6467,1.4068,,,,
META,VILLAVICENCIO,4.09166877,-73.49291595,POINT (-73.49291595 4.09166877),ECOPETROL S.A.,TANANE,APIAY,0.2176,0.1208,0.1989,0.1354,0.0963,0.096,0.1373,0.1477,,,,
NARIÑO,IPIALES,0.497708465,-77.24047625,POINT (-77.24047625 0.497708465),ECOPETROL S.A.,SUCUMBIOS,AREA OCCIDENTAL,0.2462,0,0,0,0,0,0,0,,,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,CERRITO,CERRITO,0.2446,0.2734,0.2562,0.2262,0.2243,0.2358,0.2545,0.2969,,,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),ECOPETROL S.A.,ORIPAYA,URIBANTE,3.3396,3.3422,3.2082,3.1322,3.2494,3.2449,2.9627,3.2435,,,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),Iberoamericana de Hidrocarburos CQ Exploración y Producción S.A.S.,RIO ZULIA,RIO ZULIA,0.2847,0.2816,0.2822,0.2843,0.2899,0.2654,0.2732,0.278,,,,
NORTE DE SANTANDER,CUCUTA,8.112041811,-72.48862641,POINT (-72.48862641 8.112041811),PETROSOUTH ENERGY CORPORATION SUCURSAL COLOMBIA,T-BURNS,CERRITO,0.0011,0.0021,0.0028,0.0016,0.0014,0.0013,0.0016,0.0016,,,,
NORTE DE SANTANDER,SARDINATA,8.215080767,-72.79580961,POINT (-72.79580961 8.215080767),WATTLE PETROLEUM COMPANY S.A.S,CERRO GORDO,CARBONERA,0,0,0.0074,0,0,0,0,0,,,,
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,SARDINATA,TIBU,0.1371,0.1674,0.1483,0.087,0.1004,0.0729,0.0956,0.1382,,,,
NORTE DE SANTANDER,TIBU,8.713507237,-72.79925855,POINT (-72.79925855 8.713507237),ECOPETROL S.A.,TIBÚ,TIBU,1.0824,0.7843,1.135,0.9989,1.0342,1.0298,1.1094,1.1383,,,,
NORTE DE SANTANDER,TOLEDO,7.225864961,-72.30593418,POINT (-72.30593418 7.225864961),ECOPETROL S.A.,GIBRALTAR,SIRIRI,42.0432,42.273,42.1479,36.5747,40.1405,40.5596,30.7334,1.1232,,,,
PUTUMAYO,MOCOA,1.26070915,-76.66584349,POINT (-76.66584349 1.26070915),"GRAN TIERRA ENERGY COLOMBIA, LLC",MOQUETA,CHAZA,0.3238,0.318,0.2741,0.3291,0.2983,0.1107,0.3757,0.3591,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CARIBE,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.3577,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CARIBE,AREA OCCIDENTAL,0.4268,0.4671,0.3744,0.3512,0.2917,0.3061,0.3816,0,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CHURUYACO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.2145,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,CHURUYACO,AREA OCCIDENTAL,0.4062,0.3331,0.1519,0.1727,0.0526,0.1142,0.3422,0,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),"GRAN TIERRA ENERGY COLOMBIA, LLC",NANCY,NANCY-BURDINE-MAXINE,0.0399,0.0424,0.0442,0.0493,0.0107,0.0055,0.0511,0.0484,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,ORITO,ORITO,2.2239,2.0369,2.1394,2.0852,1.6483,1.9475,1.6417,1.5607,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,QURIYANA,AREA OCCIDENTAL,0,0.0944,0.4541,0.3394,0.0624,0.0991,0.3399,0.6321,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SAN ANTONIO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.005,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SAN ANTONIO,AREA OCCIDENTAL,0,0,0,0.002,0.0003,0.0006,0.0031,0,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SUCIO,AREA OCCIDENTAL,0,0,0,0,0,0,0,0.0881,,,,
PUTUMAYO,ORITO,0.673756323,-76.94313923,POINT (-76.94313923 0.673756323),ECOPETROL S.A.,SUCIO,AREA OCCIDENTAL,0.1128,0.1292,0.0967,0.0835,0.0686,0.0973,0.0985,0,,,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",COHEMBI,SURORIENTE,0.5608,0.3865,0.5064,0.4827,0.0679,0.0109,0.58,0.5647,,,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",CUMPLIDOR,PUT-7,0.0042,0.0037,0.0037,0.0038,0.0071,0.0019,0.0294,0.0128,,,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),AMERISUR EXPLORACION COLOMBIA LTD,PLATANILLO,PLATANILLO,0.3716,0.3534,0.2299,0.38,0.1284,0.072,0.3502,0.3884,,,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",QUILLACINGA,SURORIENTE,0.4054,0.2145,0.3683,0.3992,0.0861,0.009,0.3941,0.3887,,,,
PUTUMAYO,PUERTO ASIS,0.433884539,-76.52158203,POINT (-76.52158203 0.433884539),"GRAN TIERRA ENERGY COLOMBIA, LLC",QUINDE,SURORIENTE,0,0,0.0064,0.0214,0.0032,0,0,0,,,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,MANSOYA,NORORIENTE,0,0,0,0,0,0,0,0.0017,,,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,MANSOYA,NORORIENTE,0.0038,0.0048,0.0035,0.0035,0,0,0.004,0,,,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,YURILLA,NORORIENTE,0,0,0,0,0,0,0,0.0303,,,,
PUTUMAYO,PUERTO CAICEDO,0.70416861,-76.49864415,POINT (-76.49864415 0.70416861),ECOPETROL S.A.,YURILLA,NORORIENTE,0.0678,0.0557,0.0485,0.046,0.0171,0.0293,0.0434,0,,,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,ACAE SAN MIGUEL,AREA SUR,0,0,0,0,0,0,0,0.4199,,,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,ACAE SAN MIGUEL,AREA SUR,0.4422,0.3955,0.4045,0.3977,0.131,0.2363,0.4601,0,,,,
PUTUMAYO,SAN MIGUEL,0.272449048,-76.84510459,POINT (-76.84510459 0.272449048),ECOPETROL S.A.,LORO,AREA SUR,0.0531,0.0495,0.0027,0.0013,0.0046,0.0224,0.0266,0,,,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,HORMIGA,AREA SUR,0,0,0,0,0,0,0,0.007,,,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,HORMIGA,AREA SUR,0.0027,0.007,0.007,0.007,0.0002,0.0033,0.007,0,,,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,LORO,AREA SUR,0,0,0,0,0,0,0,0.1509,,,,
PUTUMAYO,VALLE DEL GUAMUEZ,0.42012589,-76.77067026,POINT (-76.77067026 0.42012589),ECOPETROL S.A.,LORO,AREA SUR,0.1508,0.1416,0.0941,0.1258,0.0501,0.097,0.1532,0,,,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,AGAPANTO,MARANTA,0.0149,0.0143,0.0144,0.0144,0.0035,0.0041,0.0146,0.0109,,,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",COSTAYACO,CHAZA,1.0112,0.8819,1.0343,1.1534,0.7582,0.3896,1.1668,1.6206,,,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",JUANAMBU,GUAYUYACO,0.0449,0.0513,0.0494,0.0471,0.0451,0.0405,0.0455,0.0428,,,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),EMERALD ENERGY PLC SUCURSAL COLOMBIA,MIRTO,MARANTA,0.0284,0.0232,0.0289,0.0375,0.0063,0.0101,0.044,0.032,,,,
PUTUMAYO,VILLAGARZON,0.911149515,-76.74495447,POINT (-76.74495447 0.911149515),"GRAN TIERRA ENERGY COLOMBIA, LLC",VONU,PUT 1,0.0729,0.2646,0.1617,0.1659,0.1015,0.069,0.1458,0.1503,,,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,INFANTAS,LA CIRA INFANTAS,0.9631,1.02,1.015,1.089,1.0982,1.0564,0.9648,0.8166,,,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LA CIRA,LA CIRA INFANTAS,5.5436,5.9284,5.5102,6.406,6.2152,6.6641,6.7078,7.1847,,,,
SANTANDER,BARRANCABERMEJA,7.054074558,-73.78211646,POINT (-73.78211646 7.054074558),ECOPETROL S.A.,LLANITO UNIFICADO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.9845,2.1075,2.1457,1.9774,1.9,1.6033,1.7122,1.8522,,,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,FLAMENCOS,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,0.0245,0.0791,0.0024,0,0,0,0,0.12,,,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,GARZAS,MAGDALENA MEDIO-YARIGUI-GARZAS,0.1063,0.108,0.1051,0.1137,0.1099,0.1145,0.1121,0.1034,,,,
SANTANDER,PUERTO WILCHES,7.398198257,-73.8354696,POINT (-73.8354696 7.398198257),ECOPETROL S.A.,YARIGUÍ-CANTAGALLO,MAGDALENA MEDIO-YARIGUI-CANTAGALLO,1.349,1.4763,1.8335,1.8447,1.7492,1.6396,1.4792,1.3884,,,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),ECOPETROL S.A.,BONANZA,PROVINCIA P NORTE,2.4055,2.451,2.1173,2.1034,2.0893,2.0624,1.9941,1.8424,,,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,BORANDA,BORANDA,0.0727,0.0687,0.0665,0.0723,0.0622,0.0588,0.0537,0.0576,,,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),"GRAN TIERRA ENERGY COLOMBIA, LLC",COLÓN,LA PALOMA,0.0057,0.0057,0.0036,0.0049,0.005,0.0054,0.0046,0.0044,,,,
SANTANDER,RIONEGRO,7.474226085,-73.37246417,POINT (-73.37246417 7.474226085),"GRAN TIERRA ENERGY COLOMBIA, LLC",JUGLAR,LA PALOMA,0.0131,0.014,0.027,0.0246,0.0206,0.0206,0.02,0.0155,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,AULLADOR,PLAYON,0.0621,0.0616,0.0651,0.0622,0.0576,0.0584,0.0552,0.0566,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CORAZÓN,CARARE LAS MONAS,0.0575,0.0583,0.0603,0.0566,0.0525,0.2282,2.3291,2.7283,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,CORAZÓN WEST,CARARE LAS MONAS,1.0547,0.9181,0.6191,0.8723,0.9203,0.8858,0.8755,0.8497,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,CRISTALINA,MAGDALENA MEDIO-CRISTALINA,0.0533,0.0485,0.0188,0,0.0276,0.0677,0.0969,0.0913,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,PAYOA,CARARE LAS MONAS,7.9472,7.9832,7.7747,7.7076,7.4256,7.4662,7.5482,7.4905,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),ECOPETROL S.A.,PROVINCIA,PROVINCIA P SUR,8.2865,8.4754,7.9941,7.7769,7.1868,6.8805,6.8093,8.3183,,,,
SANTANDER,SABANA DE TORRES,7.4065422,-73.57131807,POINT (-73.57131807 7.4065422),PETROSANTANDER (COLOMBIA) INC.,SALINA,CARARE LAS MONAS,1.4209,1.4033,1.2627,1.2424,1.3076,1.2797,1.3682,1.3307,,,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,LISAMA,LISAMA NUTRIA,1.8493,1.6591,1.0416,1.2933,1.5035,1.5552,1.5609,1.5399,,,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,NUTRIA,LISAMA NUTRIA,2.872,2.5874,1.7542,2.1545,2.4936,2.3869,2.4168,2.4221,,,,
SANTANDER,SAN VICENTE DE CHUCURI,6.894292346,-73.53900334,POINT (-73.53900334 6.894292346),ECOPETROL S.A.,TESORO,LISAMA NUTRIA,0.7273,0.6622,0.5321,0.6396,0.7531,0.7285,0.7515,0.7776,,,,
SANTANDER,SIMACOTA,6.494231551,-73.45910992,POINT (-73.45910992 6.494231551),PAREX RESOURCES COLOMBIA LTD. SUCURSAL,AGUAS BLANCAS,AGUAS BLANCAS,1.7544,2.033,1.9412,1.9259,1.817,1.7343,1.7416,1.8029,,,,
SUCRE,CAIMITO,8.792311599,-75.13191063,POINT (-75.13191063 8.792311599),CNE OIL & GAS S A S,Pandereta,VIM 5,0,0,0,0,0,0,0,5.2357,,,,
SUCRE,LA UNION,8.811997799,-75.28322212,POINT (-75.28322212 8.811997799),CNE OIL & GAS S A S,CLARINETE,VIM 5,53.4199,53.5462,52.4175,55.7095,60.9358,55.7931,61.5294,49.2261,,,,
SUCRE,LOS PALMITOS,9.422380117,-75.21302191,POINT (-75.21302191 9.422380117),Frontera Energy Colombia Corp Sucursal Colombia,LA CRECIENTE,LA CRECIENTE,0.4166,0.0091,0.0054,0.0027,0.0025,0.0031,0.0059,0.0029,,,,
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,BONGA,SAMAN,5.451,6.0539,6.1948,6.1646,6.2325,6.592,6.8271,6.0987,,,,
SUCRE,OVEJAS,9.549655271,-75.18855916,POINT (-75.18855916 9.549655271),HOCOL S.A.,MAMEY,SAMAN,26.5216,29.1721,29.2356,29.2946,27.5107,27.6524,27.3839,25.6291,,,,
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),CANACOL ENERGY COLOMBIA SAS,CAÑANDONGA,ESPERANZA,0,0,0,0,0.1541,0,0,0,,,,
SUCRE,SAN MARCOS,8.589220102,-75.17249955,POINT (-75.17249955 8.589220102),CANACOL ENERGY COLOMBIA SAS,NISPERO,ESPERANZA,5.1832,4.0863,2.4468,0,0,0.0026,0.0046,0,,,,
