ITEM,Departamento,Municipio,Latitud,Longitud,Geolocalizacion,Anio,Mes,Contrato,Campo,TipoProd,TipoHidrocarburo,PrecioHidrocarburoUSD,PorcRegalia,ProdGravableBlsKpc,VolumenRegaliaBlsKpc,RegaliasCOP,TrmPromedio,RegimenReg
1821,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,ABARCO,QB,G,3.6042,0.064,2249.33,143.95712,1897886.65,3657.87,Ley 756 8% variable
1822,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,ABARCO,P,O,18.5263,0.06,82418.9,4945.134,335115891.75,3657.87,Ley 756 8% variable
1823,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,GIRASOL,P,O,18.3809,0.06,71512.09,4290.7254,288486676.22,3657.87,Ley 756 8% variable
1824,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,JAZMIN,B,O,18.5692,0.2,83679.51,16735.902000000002,1136764714.65,3657.87,Ley 141 20%
1825,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,MORICHE,QB,G,3.8569,0.064,784,50.176,707884.84,3657.87,Ley 756 8% variable
1826,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,MORICHE,P,O,20.2708,0.0634272,296657.69,18816.166635168,1395180205.33,3657.87,Ley 756 8% variable
1827,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,NARE,UNDERRIVER,P,O,19.5261,0.06,18641.2,1118.472,79885671.85,3657.87,Ley 756 8% variable
1828,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,CAIPAL,B,G,3.6657,0.2,10520,2104,28211807.85,3657.87,Ley 141 20%
1829,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,CAIPAL,B,O,32.9728,0.2,186,37.2,4486700.03,3657.87,Ley 141 20%
1830,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,CAIPAL,I,O,32.9728,0.08,17555.85,1404.468,169393188.47,3657.87,Ley 756 8% variable
1831,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,PALAGUA,B,G,3.6657,0.2,50040.09,10008.018,134194050.74,3657.87,Ley 141 20%
1832,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,PALAGUA,B,O,32.3578,0.2,32928.8,6585.76,779494674.91,3657.87,Ley 141 20%
1833,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,PALAGUA,PALAGUA,I,O,32.3578,0.060415575,172177.05,10402.17547755375,1231208000.09,3657.87,Ley 756 8% variable
1834,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,7,TURPIAL,TURPIAL,B,O,33.632,0.08,4069.14,325.5312,40047331.07,3657.87,Ley 756 8% variable
1835,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,GUAGUAQUI - TERAN,VELASQUEZ,B,O,0,0.2,89290.1,17858.02,0,3783.03,Ley 141 20%
1836,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,ABARCO,QB,G,3.5462,0.064,1068.93,68.41152,917766.49,3783.03,Ley 756 8% variable
1837,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,ABARCO,P,O,18.8185,0.06,84747.78,5084.8668,361996498.28,3783.03,Ley 756 8% variable
1838,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,GIRASOL,P,O,18.7185,0.06,78422.87,4705.3722,333199860.86,3783.03,Ley 756 8% variable
1839,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,JAZMIN,B,O,18.9043,0.2,88150.3,17630.06,1260823155.64,3783.03,Ley 141 20%
1840,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,MORICHE,QB,G,3.7949,0.064,637,40.768,585274.37,3783.03,Ley 756 8% variable
1841,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,MORICHE,P,O,21.4411,0.0630010575,279043.66,17580.04566867045,1425958369.57,3783.03,Ley 756 8% variable
1842,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,NARE,UNDERRIVER,P,O,22.1037,0.06,20922.07,1255.3242,104968904.21,3783.03,Ley 756 8% variable
1843,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,CAIPAL,B,G,3.679,0.2,9773,1954.6,27203667.91,3783.03,Ley 141 20%
1844,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,CAIPAL,B,O,35.348,0.2,184.4,36.88,4931687.36,3783.03,Ley 141 20%
1845,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,CAIPAL,I,O,35.348,0.08,16731.98,1338.5584,178995435.02,3783.03,Ley 756 8% variable
1846,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,PALAGUA,B,G,3.679,0.2,48425.29,9685.058,134794383.79,3783.03,Ley 141 20%
1847,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,PALAGUA,B,O,34.766,0.2,32818.41,6563.682,863260845.22,3783.03,Ley 141 20%
1848,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,PALAGUA,PALAGUA,I,O,34.766,0.06030153,167463.29,10098.2926058337,1328135733.79,3783.03,Ley 756 8% variable
1849,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,8,TURPIAL,TURPIAL,B,O,36.5062,0.08,3944.57,315.5656,43580887.14,3783.03,Ley 756 8% variable
1850,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,GUAGUAQUI - TERAN,VELASQUEZ,B,O,0,0.2,85335.54,17067.108,0,3750.22,Ley 141 20%
1851,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,ABARCO,QB,G,3.4114,0.064,2224.45,142.3648,1821344.07,3750.22,Ley 756 8% variable
1852,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,ABARCO,P,O,18.9081,0.06,76570.82,4594.2492,325776073.36,3750.22,Ley 756 8% variable
1853,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,GIRASOL,P,O,18.7964,0.06,72245.03,4334.7018,305555883.24,3750.22,Ley 756 8% variable
1854,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,JAZMIN,B,O,19.0333,0.2,83918.73,16783.746,1198008051.8,3750.22,Ley 141 20%
1855,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,MORICHE,QB,G,3.6506,0.064,207.01,13.24864,181381.09,3750.22,Ley 756 8% variable
1856,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,MORICHE,P,O,21.0659,0.0625244475,250978.04,15692.2632856329,1239716409.97,3750.22,Ley 756 8% variable
1857,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,NARE,UNDERRIVER,P,O,20.1932,0.06,16981.03,1018.8618,77157326.63,3750.22,Ley 756 8% variable
1858,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,CAIPAL,B,G,3.7065,0.2,10898,2179.6,30296854.98,3750.22,Ley 141 20%
1859,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,CAIPAL,B,O,32.7969,0.2,180,36,4427841.25,3750.22,Ley 141 20%
1860,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,CAIPAL,I,O,32.7969,0.08,17025,1362,167519994.01,3750.22,Ley 756 8% variable
1861,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,PALAGUA,B,G,3.7065,0.2,44355,8871,123308588.87,3750.22,Ley 141 20%
1862,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,PALAGUA,QB,G,3.7065,0.2,481.95,96.39,1339839.33,3750.22,Ley 141 20%
1863,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,PALAGUA,B,O,32.2199,0.2,31476.99,6295.398,760683726.74,3750.22,Ley 141 20%
1864,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,PALAGUA,PALAGUA,I,O,32.2199,0.060188835,157553.47,9482.959809507449,1145842281.61,3750.22,Ley 756 8% variable
1865,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,9,TURPIAL,TURPIAL,B,O,33.503,0.08,3854.71,308.3768,38745577.59,3750.22,Ley 756 8% variable
1866,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,GUAGUAQUI - TERAN,VELASQUEZ,B,O,0,0.2,85284.12,17056.824,0,3833.79,Ley 141 20%
1867,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,ABARCO,QB,G,4.8722,0.064,2262.48,144.79872,2704693.93,3833.79,Ley 756 8% variable
1868,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,ABARCO,P,O,18.5378,0.06,77322.52,4639.3512,329718839.36,3833.79,Ley 756 8% variable
1869,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,GIRASOL,P,O,17.2986,0.06,70215.07,4212.9042,279396434.91,3833.79,Ley 756 8% variable
1870,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,JAZMIN,B,O,17.2957,0.2,88511.15,17702.230000000003,1173800913.12,3833.79,Ley 141 20%
1871,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,MORICHE,QB,G,4.8722,0.064,213.89,13.68896,255695.82,3833.79,Ley 756 8% variable
1872,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,MORICHE,P,O,20.8248,0.062686575,266044.97,16677.447965277748,1331492589.48,3833.79,Ley 756 8% variable
1873,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,NARE,UNDERRIVER,P,O,17.9143,0.06,19137.17,1148.2302,78860064.49,3833.79,Ley 756 8% variable
1874,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,CAIPAL,B,G,3.7137,0.2,11742,2348.4,33435452.39,3833.79,Ley 141 20%
1875,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,CAIPAL,QB,G,3.7137,0.2,32,6.4,91119.84,3833.79,Ley 141 20%
1876,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,CAIPAL,B,O,30.9967,0.2,186,37.2,4420656,3833.79,Ley 141 20%
1877,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,CAIPAL,I,O,30.9967,0.08,17361.63,1388.9304,165053319.58,3833.79,Ley 756 8% variable
1878,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,PALAGUA,B,G,4.8002,0.2,47142.38,9428.476,173511854.97,3833.79,Ley 141 20%
1879,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,PALAGUA,QB,G,4.8002,0.2,497.03,99.406,1829364.11,3833.79,Ley 141 20%
1880,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,PALAGUA,B,O,30.3897,0.2,32474.45,6494.89,756704877.11,3833.79,Ley 141 20%
1881,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,PALAGUA,PALAGUA,I,O,30.3897,0.06016503,161821.19,9735.9767509857,1134316530.74,3833.79,Ley 756 8% variable
1882,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,10,TURPIAL,TURPIAL,B,O,32.7816,0.08,3889.5,311.16,39105894.71,3833.79,Ley 756 8% variable
1883,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,GUAGUAQUI - TERAN,VELASQUEZ,B,O,0,0.2,73223.5,14644.7,0,3685.63,Ley 141 20%
1884,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,ABARCO,P,O,26.3613,0.06,75790.81,4547.4486,441821002.47,3685.63,Ley 756 8% variable
1885,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,GIRASOL,P,O,25.129,0.06,69176.65,4150.599,384412691.57,3685.63,Ley 756 8% variable
1886,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,JAZMIN,B,O,25.1263,0.2,83018.35,16603.670000000002,1537603532.88,3685.63,Ley 141 20%
1887,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,MORICHE,QB,G,3.8171,0.064,207,13.248,186378.36,3685.63,Ley 756 8% variable
1888,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,MORICHE,P,O,28.4118,0.0627611025,260444.15,16345.761993675374,1711652718.22,3685.63,Ley 756 8% variable
1889,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,NARE,UNDERRIVER,P,O,22.0256,0.06,20373.87,1222.4322,99234860.44,3685.63,Ley 756 8% variable
1890,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,CAIPAL,B,G,3.707,0.2,11223,2244.6,30667139.78,3685.63,Ley 141 20%
1891,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,CAIPAL,QB,G,3.707,0.2,15,3,40987.75,3685.63,Ley 141 20%
1892,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,CAIPAL,B,O,35.5082,0.2,180,36,4711323.14,3685.63,Ley 141 20%
1893,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,CAIPAL,I,O,35.5082,0.08,15783.37,1262.6696,165245680.51,3685.63,Ley 756 8% variable
1894,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,PALAGUA,B,G,4.6743,0.2,45274.85,9054.97,155996671.27,3685.63,Ley 141 20%
1895,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,PALAGUA,QB,G,4.6743,0.2,620.16,124.032,2136790.7,3685.63,Ley 141 20%
1896,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,PALAGUA,B,O,34.8832,0.2,31350,6270,806112383.97,3685.63,Ley 141 20%
1897,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,PALAGUA,PALAGUA,I,O,34.8832,0.06,149710.15,8982.608999999999,1154863214.48,3685.63,Ley 756 8% variable
1898,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,11,TURPIAL,TURPIAL,B,O,36.7455,0.08,3803.91,304.3128,41213179.02,3685.63,Ley 756 8% variable
1899,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,GUAGUAQUI - TERAN,VELASQUEZ,B,O,0,0.2,74376.35,14875.270000000002,0,3466.13,Ley 141 20%
1900,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,ABARCO,P,O,32.7434,0.06,79870.54,4792.2324,543884261.64,3466.13,Ley 756 8% variable
1901,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,GIRASOL,P,O,31.5035,0.06,78481.72,4708.9032,514189751.26,3466.13,Ley 756 8% variable
1902,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,JAZMIN,B,O,31.5008,0.2,88057.76,17611.552,1922932590.1,3466.13,Ley 141 20%
1903,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,MORICHE,QB,G,3.3923,0.064,213.91,13.69024,160971.81,3466.13,Ley 756 8% variable
1904,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,MORICHE,P,O,34.7582,0.0630278325,280150.54,17657.28130990455,2127286388.04,3466.13,Ley 756 8% variable
1905,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,UNDERRIVER,QB,G,3.3748,0.064,1827.03,116.92992,1367787.17,3466.13,Ley 756 8% variable
1906,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,NARE,UNDERRIVER,P,O,28.344,0.06,20684.63,1241.0778,121928433.38,3466.13,Ley 756 8% variable
1907,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,CAIPAL,B,G,3.6467,0.2,10797,2159.4,27294678.22,3466.13,Ley 141 20%
1908,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,CAIPAL,B,O,42.1299,0.2,186,37.2,5432230.83,3466.13,Ley 141 20%
1909,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,CAIPAL,I,O,42.1299,0.08,16578.9,1326.312,193678304.2,3466.13,Ley 756 8% variable
1910,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,PALAGUA,B,G,4.9882,0.2,45499.56,9099.912,157335200.41,3466.13,Ley 141 20%
1911,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,PALAGUA,QB,G,4.9882,0.2,1146.47,229.294,3964435.47,3466.13,Ley 141 20%
1912,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,PALAGUA,B,O,41.5289,0.2,32240,6448,928154562.58,3466.13,Ley 141 20%
1913,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,PALAGUA,PALAGUA,I,O,41.5289,0.06007077,157925.29,9486.6937727733,1365558019.24,3466.13,Ley 756 8% variable
1914,BOYACA,PUERTO BOYACA,5.953466654,-74.4528581,POINT (-74.4528581 5.953466654),2020,12,TURPIAL,TURPIAL,B,O,41.4395,0.08,3984.1,318.728,45780398.49,3466.13,Ley 756 8% variable
1915,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,1,CÓNDOR,MEDINA,QB,G,5.1851,0.064,397.76,25.45664,437061.08,3311.19,Ley 756 8% variable
1916,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,1,CÓNDOR,MEDINA,B,O,55.375,0.08,1593.11,127.4488,23368648.19,3311.19,Ley 756 8% variable
1917,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,2,CÓNDOR,MEDINA,QB,G,5.0362,0.064,325.16,20.81024,357493.47,3411.05,Ley 756 8% variable
1918,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,2,CÓNDOR,MEDINA,B,O,46.1249,0.08,1227,98.16,15443938.52,3411.05,Ley 756 8% variable
1919,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,3,CÓNDOR,MEDINA,QB,G,5.2777,0.064,244.06,15.61984,319611.7,3877.05,Ley 756 8% variable
1920,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,3,CÓNDOR,MEDINA,B,O,21.1564,0.08,921,73.68,6043559.23,3877.05,Ley 756 8% variable
1921,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,4,CÓNDOR,MEDINA,QB,G,5.0213,0.064,296,18.944,378343.25,3977.39,Ley 756 8% variable
1922,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,4,CÓNDOR,MEDINA,B,O,11.8695,0.08,1117,89.36,4218652.55,3977.39,Ley 756 8% variable
1923,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,5,CÓNDOR,MEDINA,QB,G,5.0808,0.064,125.08,8.00512,156921.8,3858.19,Ley 756 8% variable
1924,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,5,CÓNDOR,MEDINA,B,O,20.4044,0.08,502,40.16,3161557.86,3858.19,Ley 756 8% variable
1925,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,7,CÓNDOR,MEDINA,QB,G,4.8105,0.064,2.91,0.18624,3277,3657.87,Ley 756 8% variable
1926,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,7,CÓNDOR,MEDINA,B,O,31.4337,0.08,11,0.88,101182.54,3657.87,Ley 756 8% variable
1927,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,8,CÓNDOR,MEDINA,QB,G,4.7503,0.064,298.55,19.1072,343366.28,3783.03,Ley 756 8% variable
1928,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,8,CÓNDOR,MEDINA,B,O,32.523,0.08,1238,99.04,12185434.14,3783.03,Ley 756 8% variable
1929,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,9,CÓNDOR,MEDINA,QB,G,4.604,0.064,290.3,18.5792,320788.55,3750.22,Ley 756 8% variable
1930,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,9,CÓNDOR,MEDINA,B,O,36.4771,0.08,1080,86.4,11819273.75,3750.22,Ley 756 8% variable
1931,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,10,CÓNDOR,MEDINA,QB,G,4.9442,0.064,243.4,15.5776,295273.59,3833.79,Ley 756 8% variable
1932,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,10,CÓNDOR,MEDINA,B,O,32.9835,0.08,1344,107.52,13596098.65,3833.79,Ley 756 8% variable
1933,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,11,CÓNDOR,MEDINA,QB,G,4.8146,0.064,233.2,14.9248,264837.97,3685.63,Ley 756 8% variable
1934,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,11,CÓNDOR,MEDINA,B,O,35.8054,0.08,1253.17,100.2536,13230011.98,3685.63,Ley 756 8% variable
1935,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,12,CÓNDOR,MEDINA,QB,G,5.1378,0.064,250.4,16.0256,285388.39,3466.13,Ley 756 8% variable
1936,BOYACA,SAN LUIS DE GACENO,4.798203543,-73.13397018,POINT (-73.13397018 4.798203543),2020,12,CÓNDOR,MEDINA,B,O,42.5711,0.08,1357.83,108.6264,16028581.83,3466.13,Ley 756 8% variable
1937,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,1,BUENAVISTA,BOLÍVAR,QB,G,4.0168,0.064,32.9,2.1056,28005.25,3311.19,Ley 756 8% variable
1938,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,1,BUENAVISTA,BOLÍVAR,B,O,42.8862,0.08,982.6,78.608,11162678.4,3311.19,Ley 756 8% variable
1939,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,2,BUENAVISTA,BOLÍVAR,QB,G,3.9424,0.064,29.36,1.87904,25268.75,3411.05,Ley 756 8% variable
1940,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,2,BUENAVISTA,BOLÍVAR,B,O,31.7033,0.08,909.85,72.788,7871406.28,3411.05,Ley 756 8% variable
1941,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,3,BUENAVISTA,BOLÍVAR,QB,G,4.3083,0.064,34.71,2.22144,37105.69,3877.05,Ley 756 8% variable
1942,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,3,BUENAVISTA,BOLÍVAR,B,O,12.2641,0.08,963.77,77.1016,3666067.55,3877.05,Ley 756 8% variable
1943,BOYACA,TOPAGA,5.765350303,-72.83672958,POINT (-72.83672958 5.765350303),2020,4,BUENAVISTA,BOLÍVAR,QB,G,3.9869,0.064,33.29,2.13056,33785.2,3977.39,Ley 756 8% variable
